Timestamp,What program are you in currently?,Gender,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?
2016/11/07 5:11:30 PM EST,Chemical Engineering,Female,2,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/07 5:15:43 PM EST,Chemical Engineering,Female,2,Yes,Manufacturing,Penicillin,"Elon Musk, Founder of Tesla",In a manufacturing facility,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes
2016/11/07 5:28:49 PM EST,Chemical Engineering,Male,1,Yes,Research,The CN Tower,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Machinery,Yes
2016/11/07 6:09:02 PM EST,Chemical Engineering,Female,3,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/07 7:22:52 PM EST,Chemical Engineering,Male,1,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes
2016/11/07 7:23:37 PM EST,Chemical Engineering,Female,1,Yes,Manufacturing,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Math,People,Yes
2016/11/07 8:24:08 PM EST,Chemical Engineering,Female,2,Yes,Manufacturing,The Internet,"David Suzuki, Environmental Activist",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/07 8:48:26 PM EST,Chemical Engineering,Female,2,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Focused team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/07 9:11:51 PM EST,Chemical Engineering,Male,3,Yes,Manufacturing,Penicillin,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,Computers,Yes
2016/11/07 9:24:50 PM EST,Chemical Engineering,Female,1,Yes,Research,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes
2016/11/07 9:27:49 PM EST,Chemical Engineering,Female,1,Yes,Research,Penicillin,"David Suzuki, Environmental Activist",In a laboratory,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes
2016/11/07 9:58:57 PM EST,Chemical Engineering,Male,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/07 10:37:59 PM EST,Chemical Engineering,Female,3,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/07 11:11:19 PM EST,Chemical Engineering,Female,1,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,Yes
2016/11/07 11:55:30 PM EST,Chemical Engineering,Male,Alumni,Yes,Construction,The CN Tower,"Warren Buffett, Billionaire American Business Men",In the outdoors,Protective Clothing,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/08 12:34:02 AM EST,Chemical Engineering,Female,Alumni,Yes,Manufacturing,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes
2016/11/08 7:59:52 AM EST,Chemical Engineering,Male,3,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes
